やかまし村,やかましむら,0680835,北海道岩見沢市 緑が丘4-221-169,0126-25-3413,岩見沢駅,岩見沢駅から直線距離で2937m,海抜34m,喫茶店・軽食,43.17957884,141.77244362,https://r.gnavi.co.jp/bhdzxenz0000/
妃美皇,ひみこ,0680028,北海道岩見沢市 8条西19-4,0126-25-0206,岩見沢駅,岩見沢駅から直線距離で1531m,海抜14m,カフェ,43.19135646,141.75298811,https://r.gnavi.co.jp/npp3633b0000/
カフェスタンド プロペラ,かふぇすたんどぷろぺら,0680027,北海道岩見沢市 7条西21-2-3,0126-35-7337,岩見沢駅,岩見沢駅から直線距離で1712m,海抜13m,カフェ,43.19074252,141.74949955,https://r.gnavi.co.jp/5jr526fr0000/
Laugh,らふ,0680005,北海道岩見沢市 5条東18-51,0126-51-4467,岩見沢駅,岩見沢駅から直線距離で3221m,海抜40m,カフェ,43.21559678,141.79605404,https://r.gnavi.co.jp/e9twbd7y0000/
軽食 喫茶 ノマド,けいしょくきっさのまど,0680833,北海道岩見沢市 志文町995-52,0126-25-3949,志文駅,志文駅から直線距離で2695m,海抜35m,喫茶店・軽食,43.17043789,141.77367635,https://r.gnavi.co.jp/c5tprwtc0000/
プリティーＷＡＮ,ぷりてぃーわん,0680807,北海道岩見沢市南町７条５丁目７−１５,0126-24-4361,志文駅,志文駅から直線距離で1860m,海抜14m,カフェ,43.17444707,141.75294858,
マヤコーヒー,まやこーひー,0680821,北海道岩見沢市栄町８丁目５２−１,0126-22-8912,岩見沢駅,岩見沢駅から直線距離で4541m,海抜35m,"コーヒー専門店
喫茶店",43.22126267,141.81039319,
ノースファームストック,のーすふぁーむすとっく,0680833,北海道岩見沢市 志文町292-4,0126-35-5251,志文駅,志文駅から直線距離で1189m,海抜17m,カフェ,43.16132199,141.75877573,https://r.gnavi.co.jp/8t23e5p40000/
ルシェル,るしぇる,0680833,北海道岩見沢市 志文町794 レストランハマナスの丘,0126-25-6111,志文駅,志文駅から直線距離で3270m,海抜24m,カフェ,43.15930962,141.78474552,https://r.gnavi.co.jp/cbyz17bz0000/
ペットカフェ リキ,ぺっとかふぇりき,0680833,北海道岩見沢市 志文町762,0126-22-7863,志文駅,志文駅から直線距離で3281m,海抜24m,カフェ,43.15777074,141.78485114,https://r.gnavi.co.jp/28ukkdfr0000/
ハート・パッドワンニャンｍｅｍｂｅｒ’ｓ・ｒｏｏｍ,はーとぱっどわんにゃんめんばーずるーむ,0790181,北海道岩見沢市岡山町３９−５,0126-35-1542,峰延駅,峰延駅から直線距離で3889m,海抜22m,カフェ,43.23231646,141.79625771,
バーナーワーク工房ゆきかぜ　すずかぜｃａｆｅ,ばーなーわーくこうぼうゆきかぜすずかぜかふぇ,0680836,北海道岩見沢市上志文町９２３−１,0126-44-2280,志文駅,志文駅から直線距離で6232m,海抜42m,カフェ,43.16411996,141.82082635,
ぬぅ〜かふぇ,ぬぅーかふぇ,0680127,北海道岩見沢市 栗沢町本町152-2,0126-45-3035,栗沢駅,栗沢駅から直線距離で437m,海抜17m,カフェ,43.11822429,141.74388903,https://r.gnavi.co.jp/5k8dx6j10000/
人生の途中,たびのとちゅう,0683185,北海道岩見沢市 朝日町134,0126-35-2511,,,海抜78m,喫茶店・軽食,43.15797378,141.88314919,https://r.gnavi.co.jp/fy1c8f6m0000/
福家Cafe,ふくやかふぇ,0681202,北海道岩見沢市 北村中小屋4341,0126-36-3611,峰延駅,峰延駅から直線距離で6864m,海抜12m,喫茶店・軽食,43.30801324,141.75439373,https://r.gnavi.co.jp/rkdcsmn60000/
ごはんカフェ蓮,ごはんかふぇれん,0570013,北海道浦河郡浦河町 大通り2-5-2,0146-22-6404,,,海抜5m,カフェ,42.16359388,142.77342289,https://r.gnavi.co.jp/jcxbmv610000/
コア,こあ,0570013,北海道浦河郡浦河町 大通3-22-1,0146-22-2818,,,海抜7m,喫茶店・軽食,42.16124174,142.77528401,https://r.gnavi.co.jp/rnp4x6sk0000/
カフェぶらぶら,かふぇぶらぶら,0570013,北海道浦河郡浦河町 大通り4-9-6,0146-22-4033,,,海抜7m,カフェ,42.16047788,142.7772004,https://r.gnavi.co.jp/g78zfn170000/
カフェ アッシュ,かふぇあっしゅ,0570006,北海道浦河郡浦河町 東町かしわ3-3-5,0146-22-3595,,,海抜17m,カフェ,42.1636756,142.79383465,https://r.gnavi.co.jp/mjebb54e0000/
カナリア喫茶,かなりあきつさ,0895613,北海道十勝郡浦幌町字幸町４８,015-576-2176,浦幌駅,浦幌駅から直線距離で461m,海抜17m,喫茶店,42.81023553,143.65710371,
コーヒー＆ランチ カナリア,こーひーあんどらんちかなりあ,0895613,北海道十勝郡浦幌町 幸町48-1,015-576-2176,浦幌駅,浦幌駅から直線距離で456m,海抜17m,喫茶店・軽食,42.81022465,143.65704378,https://r.gnavi.co.jp/9715edth0000/
喫茶 松屋,きっさまつや,0895603,北海道十勝郡浦幌町 本町1-1,015-576-2468,浦幌駅,浦幌駅から直線距離で268m,海抜17m,喫茶店・軽食,42.81045801,143.65476039,https://r.gnavi.co.jp/j3m713ts0000/
にじの森cafe,にじのもりかふぇ,0985821,北海道枝幸郡枝幸町 栄町1272-4 枝幸町子育てサポート拠点施設 にじの森,0163-64-7717,,,海抜15m,カフェ,44.93785725,142.57678923,https://r.gnavi.co.jp/hv796eew0000/
茶房せき川,さぼうせきかわ,0430034,北海道檜山郡江差町 中歌町23,0139-52-0033,,,海抜8m,甘味処,41.86915743,140.12876302,https://r.gnavi.co.jp/atcvwmwa0000/
たんぽぽ,たんぽぽ,0430034,北海道檜山郡江差町字中歌町７,0139-52-4592,,,海抜6m,喫茶店,41.86827568,140.12715821,
軽食 喫茶 たんぽぽ,けいしょくきっさたんぽぽ,0430034,北海道檜山郡江差町 中歌町7,0139-52-4592,,,海抜6m,喫茶店・軽食,41.86822682,140.12711894,https://r.gnavi.co.jp/2a6f9tt50000/
壱番蔵,いちばんくら,0430041,北海道檜山郡江差町 字姥神町42-3,0139-52-5789,,,海抜4m,カフェ,41.86712625,140.12444604,https://r.gnavi.co.jp/nmpy81z40000/
あすなろ新地センター ショップ＆カフェ,あすなろしんちせんたーしょっぷあんどかふぇ,0430043,北海道檜山郡江差町 本町105-1 あすなろ新地センター,0139-56-1788,,,海抜32m,カフェ,41.86455246,140.12627198,https://r.gnavi.co.jp/677cg9ub0000/
五勝手屋本舗,ごかってやほんぽ,0430043,北海道檜山郡江差町 本町38,0139-52-0022,,,海抜31m,甘味処,41.86432465,140.12564979,https://r.gnavi.co.jp/82c8egnb0000/
緩俐,ゆるり,0611407,北海道恵庭市黄金北３丁目２０−１７,0123-34-1533,恵庭駅,恵庭駅から直線距離で608m,海抜28m,甘味処,42.88820413,141.58568705,
ｃａｆｅ＆ｂａｒＡＬＬＴＯＮＥＳＣＡＦＥ,かふぇあんどばーおーるとーんずかふぇ,0611449,北海道恵庭市黄金中央４丁目１１−Ａ,0123-34-7670,恵庭駅,恵庭駅から直線距離で741m,海抜26m,"カフェ
バー
居酒屋",42.88882921,141.59050047,
フレンド,ふれんど,0611412,北海道恵庭市白樺町２丁目５−２１,0123-32-4641,恵庭駅,恵庭駅から直線距離で1763m,海抜39m,喫茶店,42.8697448,141.57437811,
スターバックスコーヒーはなふる恵庭店,すたーばっくすこーひーはなふるえにわてん,,北海道恵庭市南島松８１７-４,0123-36-0081,恵み野駅,恵み野駅から直線距離で1127m,海抜21m,スターバックスコーヒー,42.89679209,141.58592841,
ミモザの園,みもざのえん,0611409,北海道恵庭市黄金南４丁目１１−１６,0123-25-8028,恵庭駅,恵庭駅から直線距離で1167m,海抜23m,"カフェ
喫茶店",42.88568541,141.60040525,
カラオケ・ゆみ,からおけゆみ,0611433,北海道恵庭市北柏木町２丁目２０−１４,0123-21-8377,恵み野駅,恵み野駅から直線距離で1024m,海抜32m,カラオケ喫茶,42.90019911,141.56230518,
喫茶俺ん家゛,きっさおれんぢ,0611373,北海道恵庭市恵み野西１丁目７−３,0123-36-3016,恵み野駅,恵み野駅から直線距離で233m,海抜25m,甘味処,42.90421847,141.57598698,
珈琲館イオン江別店,こーひーかんいおんえべつてん,,北海道江別市幸町３５番地,011-381-3701,野幌駅,野幌駅から直線距離で585m,海抜21m,珈琲館,43.09682799,141.53334512,
江別たいやき家,えべつたいやきいえ,0690813,北海道江別市野幌町１５−１,011-383-6686,野幌駅,野幌駅から直線距離で538m,海抜24m,甘味処,43.09703249,141.53110162,
コメダ珈琲店江別一番町店,こめだこーひーてんえべついちばんちょうてん,,北海道江別市一番町３０-１６,011-385-0058,江別駅,江別駅から直線距離で864m,海抜11m,コメダ珈琲店,43.10826681,141.54614274,
ＦｌｏｗｅｒＳｐａｃｅ・Ｇｒａｖｅｌ　江別店,ふらわーすぺーすぐらべるえべつてん,0670005,北海道江別市牧場町１４−１,011-382-4187,江別駅,江別駅から直線距離で1467m,海抜9m,カフェ,43.1148945,141.53971083,
スターバックスコーヒー江別蔦屋書店,すたーばっくすこーひーえべつつたやしょてん,,北海道江別市牧場町１４-１,011-398-8148,江別駅,江別駅から直線距離で1465m,海抜9m,スターバックスコーヒー,43.1149108,141.53974543,
ビーサイド喫茶＆パブスナック,びーさいどきっさあんどぱぶすなっく,0690813,北海道江別市野幌町６１−１０,011-384-0421,野幌駅,野幌駅から直線距離で424m,海抜26m,"カラオケ喫茶
居酒屋",43.09257171,141.5244664,
ｃａｆｅ・ｉｐｐｏ,かふぇいっぽ,0690802,北海道江別市野幌寿町２０−６,011-375-6010,野幌駅,野幌駅から直線距離で1512m,海抜26m,カフェ,43.10053433,141.51486401,
ELTERN,えるたーん,0690814,北海道江別市野幌松並町2-7 ビックモロ,080-2867-3657,野幌駅,野幌駅から直線距離で589m,海抜28m,カフェ,43.09032474,141.52295266,https://r.gnavi.co.jp/ha56500/
メルシー,めるしー,0670014,北海道江別市４条６丁目９,011-383-9602,江別駅,江別駅から直線距離で235m,海抜9m,喫茶店,43.11206476,141.55558184,
シナモンベーカリー,しなもんべーかりー,0690802,北海道江別市野幌寿町１６−２,011-382-0020,野幌駅,野幌駅から直線距離で1444m,海抜27m,,43.09884842,141.51432806,
おにぎりカフェむすび,おにぎりかふぇむすび,0690852,北海道江別市大麻東町１３−１５,011-378-9850,大麻駅,大麻駅から直線距離で874m,海抜34m,カフェ,43.07985852,141.49895014,
スピリカ（ＳＩＴＩＲＫＡ）,すぴりか,0690854,北海道江別市大麻中町５０,011-375-1225,大麻駅,大麻駅から直線距離で60m,海抜38m,カフェ,43.07247326,141.49722295,
ドトールコーヒーショップジョイフルエーケー大麻店,どとーるこーひーしょっぷじょいふるえーけーおおあさてん,,北海道江別市大麻１９８-３,011-386-8730,大麻駅,大麻駅から直線距離で1226m,海抜7m,ドトールコーヒー,43.0774873,141.48340092,
どんぐり　大麻店,どんぐりおおあさてん,0690845,北海道江別市大麻２１３,011-375-1581,大麻駅,大麻駅から直線距離で1054m,海抜10m,カフェ,43.07491424,141.4842129,
チロル喫茶,ちろるきっさ,0990416,北海道紋別郡遠軽町 大通南1,0158-42-4933,遠軽駅,遠軽駅から直線距離で390m,海抜79m,喫茶店・軽食,44.05709992,143.52282957,https://r.gnavi.co.jp/epwwtut70000/
喫茶ひまわり,きっさひまわり,0990416,北海道紋別郡遠軽町 大通南1-10-10,0158-42-8787,遠軽駅,遠軽駅から直線距離で265m,海抜79m,喫茶店・軽食,44.05787488,143.52124347,https://r.gnavi.co.jp/4zpze2bd0000/
中屋,なかや,0990415,北海道紋別郡遠軽町岩見通南２丁目２−２８,0158-42-2008,遠軽駅,遠軽駅から直線距離で299m,海抜81m,カフェ,44.05753304,143.52034874,
ティールームケースタイル,てぃーるーむけーすたいる,0990415,北海道紋別郡遠軽町 岩見通南2 インテリアの店きくち内,0158-42-2345,遠軽駅,遠軽駅から直線距離で389m,海抜85m,喫茶店・軽食,44.05692215,143.51893261,https://r.gnavi.co.jp/nsy961k90000/
ひだまり,ひだまり,0990428,北海道紋別郡遠軽町 西町2-5-93,0158-42-3153,遠軽駅,遠軽駅から直線距離で1448m,海抜90m,カフェ,44.05096955,143.50784534,https://r.gnavi.co.jp/fa2bspdg0000/
ENGARU TERRACE,えんがるてらす,0990344,北海道紋別郡遠軽町 野上150-1 道の駅・遠軽森のオホーツク 1F,0158-42-4536,安国駅,安国駅から直線距離で4447m,海抜145m,カフェ,44.02199528,143.49701303,https://r.gnavi.co.jp/8bvka1vc0000/
ジュン,じゅん,0981702,北海道紋別郡雄武町字雄武栄町７０４,0158-84-2304,,,海抜8m,"カフェ
喫茶店",44.58344391,142.96207301,
Cafe Lunch JUN,かふぇらんちじゅん,0981702,北海道紋別郡雄武町 栄町599,0158-84-2304,,,海抜8m,喫茶店・軽食,44.58344884,142.96204061,https://r.gnavi.co.jp/8xh0d4760000/
季の栞,きのしおり,0981703,北海道紋別郡雄武町 沢木683-1,0158-85-2045,,,海抜8m,喫茶店・軽食,44.52696907,143.04568882,https://r.gnavi.co.jp/a186jezr0000/
カフェ 「晴耕雨読」,かふぇせいこううどく,0992324,北海道網走郡大空町 女満別西4条5-3-4,0152-77-9971,女満別駅,女満別駅から直線距離で811m,海抜11m,カフェ,43.90914884,144.17420581,https://r.gnavi.co.jp/jkxgrewu0000/
Cafe＆石窯PIZZA 喜楽里,かふぇあんどいしがまぴざきらり,0992327,北海道網走郡大空町 女満別西7条4-2-12,0152-74-3771,女満別駅,女満別駅から直線距離で1261m,海抜17m,カフェ,43.90491881,144.16901514,https://r.gnavi.co.jp/3p7951ga0000/
CAFE faro,かふぇふぁーろ,0431401,北海道奥尻郡奥尻町 奥尻788-2,01397-2-7635,,,海抜8m,カフェ,42.17167827,139.51421211,https://r.gnavi.co.jp/b8jsfp890000/
キッチン 木の実,きっちんこのみ,0991100,北海道常呂郡置戸町 字置戸115-1,0157-57-1888,,,海抜227m,カフェ,43.67679959,143.58761734,https://r.gnavi.co.jp/s9f4hj3y0000/
喫茶麦,きっさむぎ,0981603,北海道紋別郡興部町字興部東町１１０−２,0158-82-3280,,,海抜7m,"喫茶店
食堂",44.47012465,143.12775703,
麦,むぎ,0981603,北海道紋別郡興部町 興部東町,0158-82-3280,,,海抜5m,カフェ,44.47163665,143.12844084,https://r.gnavi.co.jp/f2a6h8yz0000/
フレンド,ふれんど,0981604,北海道紋別郡興部町字興部春日町,0158-82-3577,,,海抜18m,喫茶店,44.46104862,143.1466059,
アリス喫茶,ありすきっさ,0493521,北海道山越郡長万部町 長万部62-3,01377-2-2094,長万部駅,長万部駅から直線距離で166m,海抜3m,喫茶店・軽食,42.51363417,140.37771681,https://r.gnavi.co.jp/gjgbsh260000/
叶やよい　音楽サロンＳｕｍｉｋａ,かのうやよいおんがくさろんすみか,0470024,北海道小樽市花園１丁目１２−２,0134-29-0841,小樽駅,小樽駅から直線距離で738m,海抜30m,カラオケ喫茶,43.19160924,140.9987731,
BETSUBARA,べつばら,0470024,北海道小樽市 花園1-11-16,0134-26-6915,小樽駅,小樽駅から直線距離で773m,海抜30m,パフェ,43.19156471,140.99943465,https://r.gnavi.co.jp/f5cb15k90000/
花美人,はなびじん,0470024,北海道小樽市花園３丁目８−９,0134-23-9898,南小樽駅,南小樽駅から直線距離で741m,海抜31m,カラオケ喫茶,43.190626,140.99995635,
三本コーヒーショップ 小樽店,みつもとこーひーしょっぷおたるてん,0470024,北海道小樽市 花園3-2-5,0134-25-8968,南小樽駅,南小樽駅から直線距離で709m,海抜29m,コーヒー,43.19092894,141.00071795,https://r.gnavi.co.jp/fjk32h4r0000/
ミレット喫茶店,みれっときっさてん,0470024,北海道小樽市 花園3-1-2,0134-32-7900,南小樽駅,南小樽駅から直線距離で743m,海抜28m,喫茶店・軽食,43.19149533,141.00082074,https://r.gnavi.co.jp/knhzt0yp0000/
クィーンロード,くぃーんろーど,0470024,北海道小樽市花園１丁目１０−８,0134-32-1788,南小樽駅,南小樽駅から直線距離で783m,海抜28m,喫茶店,43.19191477,141.000684,
Cafe chobicha,かふぇちょびちゃ,0470024,北海道小樽市 花園3-1-6,0134-64-6015,南小樽駅,南小樽駅から直線距離で717m,海抜28m,カフェ,43.19123444,141.00094574,https://r.gnavi.co.jp/2ewrkhe80000/
小樽文学カフェ＆レストラン 魁陽亭越治 KAIYOTEI KOSHIJI,おたるぶんがくかふぇあんどれすとらん かいようていこしじ,0470024,北海道小樽市花園1-1-6 フタミビル2F,0134-61-7682,小樽駅,小樽駅から直線距離で576m,海抜14m,カフェ,43.19407338,140.99941694,https://r.gnavi.co.jp/ha3s400/
喫茶京橋,きっさきょうばし,0470032,北海道小樽市 稲穂1-4-1,0134-27-8433,小樽駅,小樽駅から直線距離で435m,海抜18m,喫茶店・軽食,43.19515303,140.99830961,https://r.gnavi.co.jp/7vnbhse40000/
